Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,Career Game,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
2010-10-23,Alexander Vasyunov,home,New Jersey Devils,Buffalo Sabres,L,10.5,0,0,0,0.0,0,0,0,0,0,0,0,0.09,0.14,20102011,0.391,0.391,0.391,0.391,-0.391,0.391,-0.301,0.251,0.0,0.0,-0.588125,0.77988125,0.1917562499999999,,,1,0.0,0.0180249277264064,0.0180249277264064,0.0203267962811669,0.0252568459993779,0.0,1,0.0252568459993779
2010-10-29,Alexander Vasyunov,away,New Jersey Devils,Anaheim Ducks,L,12.766666666667,0,1,0,0.09,1,0,1,0,0,1,0,0.4,0.21,20102011,0.463533333333344,0.463533333333344,0.463533333333344,0.463533333333344,0.536466666666656,0.463533333333344,-0.0635333333333439,0.253533333333344,0.795,0.15,0.1852916666666599,0.7384012500000114,1.8686929166666717,,,2,0.0181001226331771,0.1786050577861428,0.1786050577861428,,0.1338541011571621,0.0,1,0.1338541011571621
2010-10-30,Alexander Vasyunov,away,New Jersey Devils,Los Angeles Kings,L,13.833333333333,0,0,0,0.08,0,0,0,0,0,0,0,0.24,0.12,20102011,0.497666666666656,0.497666666666656,0.497666666666656,0.497666666666656,-0.497666666666656,0.497666666666656,-0.257666666666656,0.377666666666656,0.04,0.0,-0.56104166666666,0.9278812499999886,0.4068395833333286,,,3,0.1793919230229694,0.1970232520093635,0.1970232520093635,,0.198835070863415,0.0,1,0.198835070863415
2010-11-01,Alexander Vasyunov,away,New Jersey Devils,Vancouver Canucks,L,9.25,0,0,0,0.01,0,0,0,0,0,0,0,0.14,0.0,20102011,0.351,0.351,0.351,0.351,-0.351,0.351,-0.2109999999999999,0.351,0.005,0.0,-0.531875,0.97513125,0.4482562499999999,,,4,0.1976583273432486,0.2160013283152914,0.2160013283152914,,0.2186253710005538,0.0,1,0.2186253710005538
2010-11-03,Alexander Vasyunov,away,New Jersey Devils,Chicago Blackhawks,L,4.2666666666667,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.02,20102011,0.1915333333333344,0.1915333333333344,0.1915333333333344,0.1915333333333344,-0.1915333333333344,0.1915333333333344,-0.1915333333333344,0.1715333333333344,0.0,0.0,-0.519708333333334,0.7707012500000011,0.2509929166666671,,,5,0.2163537296650636,0.2184895720051125,0.2184895720051125,,0.2111214704805398,0.0,1,0.2111214704805398
2010-11-05,Alexander Vasyunov,home,New Jersey Devils,New York Rangers,L,9.6166666666667,0,0,0,0.14,0,0,0,0,0,0,0,0.49,0.31,20102011,0.3627333333333343,0.3627333333333343,0.3627333333333343,0.3627333333333343,-0.3627333333333343,0.3627333333333343,0.1272666666666656,0.0527333333333343,0.07,0.0,-0.3204583333333339,0.4606712500000011,0.2102129166666671,,,6,0.2187670744880674,0.2179327879530784,0.2179327879530784,,0.2464377045105512,0.0,1,0.2464377045105512
2010-11-10,Alexander Vasyunov,home,New Jersey Devils,Buffalo Sabres,L,15.133333333333,0,1,0,0.09,0,0,0,0,0,1,0,0.59,0.25,20102011,0.539266666666656,0.539266666666656,0.539266666666656,0.539266666666656,0.460733333333344,0.539266666666656,0.0507333333333439,0.289266666666656,0.745,0.0,0.25670833333334,0.7513412499999885,1.7530495833333284,,,7,0.2182079244799626,0.3160582403138578,0.3160582403138578,,0.3140206439641437,0.0,1,0.3140206439641437
2010-11-12,Alexander Vasyunov,home,New Jersey Devils,Edmonton Oilers,L,18.266666666667,1,0,0,0.23,0,0,0,0,0,1,0,0.6,0.52,20102011,0.6395333333333441,0.6395333333333441,0.6395333333333441,0.6395333333333441,0.3604666666666559,0.6395333333333441,-0.039533333333344,0.119533333333344,0.865,0.0,0.2002916666666598,0.3995012500000114,1.464792916666671,,,8,0.313225695282009,0.3861021966944337,0.3861021966944337,,0.3679555129787305,0.0,1,0.3679555129787305
2010-11-15,Alexander Vasyunov,away,New Jersey Devils,Boston Bruins,L,9.6333333333333,0,0,0,0.09,0,0,1,0,0,0,1,0.17,0.24,20102011,0.3632666666666656,0.3632666666666656,0.3632666666666656,0.3632666666666656,-0.3632666666666656,-0.6367333333333344,-0.1932666666666656,0.1232666666666656,0.045,0.15,-0.5207916666666661,0.1427412499999988,-0.1830504166666672,,,9,0.3806016479045673,0.3528805843268833,0.3528805843268833,,0.3776945097723861,0.0,1,0.3776945097723861
2010-11-18,Alexander Vasyunov,away,New Jersey Devils,Toronto Maple Leafs,L,15.383333333333,0,1,0,0.09,0,0,0,0,0,1,0,0.32,0.21,20102011,0.547266666666656,0.547266666666656,0.547266666666656,0.547266666666656,0.452733333333344,0.547266666666656,-0.227266666666656,0.337266666666656,0.745,0.0,0.0829583333333399,0.8278912499999886,1.6558495833333289,,,10,0.3492773479589326,0.425918827340414,0.425918827340414,,0.3900365090749892,0.0,1,0.3900365090749892
2010-11-20,Alexander Vasyunov,away,New Jersey Devils,St Louis Blues,L,12.783333333333,0,0,0,0.02,0,0,0,0,0,0,1,0.67,0.58,20102011,0.4640666666666559,0.4640666666666559,0.4640666666666559,0.4640666666666559,-0.4640666666666559,-0.535933333333344,0.205933333333344,-0.1159333333333439,0.01,0.0,-0.27129166666666,-0.3275287500000113,-0.5888204166666713,,,11,0.4184398100309287,0.371135156781845,0.371135156781845,,0.3942649645005035,0.0,1,0.3942649645005035
2010-11-22,Alexander Vasyunov,home,New Jersey Devils,Washington Capitals,L,14.616666666667,0,1,0,0.15,0,0,0,0,0,1,0,0.75,0.35,20102011,0.522733333333344,0.522733333333344,0.522733333333344,0.522733333333344,0.4772666666666559,0.522733333333344,0.2272666666666559,0.172733333333344,0.7749999999999999,0.0,0.3670416666666599,0.5636712500000115,1.7057129166666716,,,12,0.3676178158263991,0.4407122808521357,0.4407122808521357,,0.41153475638179,0.0,1,0.41153475638179
2010-11-24,Alexander Vasyunov,home,New Jersey Devils,Calgary Flames,L,9.6333333333333,0,0,0,0.03,0,0,0,0,0,0,0,0.04,0.26,20102011,0.3632666666666656,0.3632666666666656,0.3632666666666656,0.3632666666666656,-0.3632666666666656,0.3632666666666656,-0.3232666666666656,0.1032666666666656,0.015,0.0,-0.602041666666666,0.5462412499999989,-0.0408004166666671,,,13,0.4321233906833082,0.4164123776236642,0.4164123776236642,,0.4209899620973676,0.0,1,0.4209899620973676
2010-11-26,Alexander Vasyunov,away,New Jersey Devils,New York Islanders,L,11.866666666667,0,0,0,0.09,0,0,0,0,0,0,1,0.45,0.26,20102011,0.4347333333333439,0.4347333333333439,0.4347333333333439,0.4347333333333439,-0.4347333333333439,-0.565266666666656,0.015266666666656,0.1747333333333439,0.045,0.0,-0.39045833333334,0.1851212500000113,-0.1603370833333287,,,14,0.410294294290505,0.3881752479860721,0.3881752479860721,,0.3985494607966695,0.0,1,0.3985494607966695
2010-11-27,Alexander Vasyunov,home,New Jersey Devils,Philadelphia Flyers,L,15.366666666667,0,0,0,0.14,0,0,0,0,0,0,0,0.16,0.53,20102011,0.5467333333333441,0.5467333333333441,0.5467333333333441,0.5467333333333441,-0.5467333333333441,0.5467333333333441,-0.386733333333344,0.016733333333344,0.07,0.0,-0.64170833333334,0.2833212500000114,-0.2883870833333285,,,15,0.3850253246188482,0.3559746777583246,0.3559746777583246,,0.3531407728685851,0.0,1,0.3531407728685851
2010-12-10,Alexander Vasyunov,away,New Jersey Devils,Ottawa Senators,L,5.6833333333333,0,0,0,0.0,1,0,0,0,0,0,1,0.06,0.26,20102011,0.2368666666666656,0.2368666666666656,0.2368666666666656,0.2368666666666656,-0.2368666666666656,-0.7631333333333344,-0.1768666666666656,-0.0231333333333344,0.05,0.0,-0.510541666666666,-0.0263487500000012,-0.4868904166666672,,,16,0.3564172449496084,0.316903761639606,0.316903761639606,,0.317070387925436,0.0,1,0.317070387925436
2010-12-11,Alexander Vasyunov,home,New Jersey Devils,Detroit Red Wings,L,5.8333333333333,0,0,0,0.0,0,0,0,0,0,0,1,0.01,0.3,20102011,0.2416666666666656,0.2416666666666656,0.2416666666666656,0.2416666666666656,-0.2416666666666656,-0.7583333333333344,-0.2316666666666656,-0.0583333333333343,0.0,0.0,-0.544791666666666,-0.0892187500000011,-0.6340104166666671,,,17,0.3212242688763396,0.2738974297975196,0.2738974297975196,,0.2875490939341598,0.0,1,0.2875490939341598
2011-01-23,Alexander Vasyunov,home,New Jersey Devils,Florida Panthers,L,12.133333333333,0,0,0,0.09,0,0,1,0,0,1,1,0.45,0.49,20102011,0.443266666666656,0.443266666666656,0.443266666666656,0.443266666666656,0.556733333333344,-0.556733333333344,0.0067333333333439,-0.0467333333333439,0.045,0.15,0.22920833333334,-0.1967587500000113,0.2274495833333287,,,18,0.2828871352544422,0.2718446030128826,0.2718446030128826,,0.269853494714879,0.0,1,0.269853494714879
